x1,x2,x3,x4
0.6350732671365579,0.9710133120139974,0.19441690012672266,0.5265959268645876
0.22169333441257022,0.0742428396810204,-0.04490214498378703,-0.08462017040051856
0.07886277192302363,-0.9248636456875755,0.28264051236220156,-0.16754838275816733
0.5884661847399518,-0.7213235066192915,0.3090436454046702,0.6332202088052371
0.49249088458171314,-0.3111559247015618,0.6735903451596703,0.6402310198280687
0.28113711913588263,-0.10037724959386457,-0.026700406549280298,0.2946178973373191
0.48389685011964867,-0.5759897203123983,0.3268097375716902,0.5937324332796785
1.1071963399903628,1.2955315052946565,0.910901190479986,1.2833899324412108
0.30803133443939573,1.0013445821323241,0.10992274302938447,0.36726458862461947
0.7469986645275228,1.1405297830734915,0.4394076030394964,0.5687307210339676
-0.7325685440039412,-2.1422179914335504,0.7965698967943604,-0.5299640553644127
-0.6448412716816455,-0.407189439297047,0.6907618200099632,-0.34371034470998957
0.8970403321153421,0.3442538640165343,0.7753123138448843,0.7551571613890973
-0.8922380810929373,2.141139932680646,0.7361933343626371,-1.0709084880862858
0.6727523796795469,-0.6214750071631862,0.1511129417124153,0.6628427462902226
-0.10938087978618581,0.40731878411664796,-0.2816518736420637,-0.6002738834224711
-1.027841994970386,-0.33072047407005034,1.1514210189933078,-1.198183933512199
-0.04580278407041467,-0.6890981057270111,-0.31186652280080823,0.027408704266281197
-1.5181338141024998,1.5951830136879923,2.0072648888422635,-1.602210929205905
-0.317222419307069,-0.4263696432147236,0.20636119725181118,-0.20172511593094922
-0.19161736250508596,-0.14678865192831175,0.2600549345214938,-0.38117681947140547
0.07006244013542097,-0.3448089520585706,0.1514392880639049,-0.0874953005526966
-1.2184914985090627,0.13508644865934508,1.238458788524262,-1.492424503479699
0.21650771941150956,-0.5551433161811352,0.05388994486326878,-0.06179271091204361
-1.039034352552975,-0.20997347905704594,1.2437061235768705,-0.8903593358718018
1.2366565230130373,-1.8023776184420077,1.6643807946141171,1.4217365081175495
0.7443073353962273,0.36966080990489547,0.3404113234611126,0.8723055376427482
0.1669433951515121,0.2558456403643033,0.05825348867390981,0.7390166717428864
0.32043386858495054,-0.25715146474640177,-0.1116984835263671,0.18789125605177076
-0.13124659428077154,1.8170755351221153,-0.12109830636465972,-0.048138992638580555
-0.49843142689848907,0.3618595861938682,0.04057744956909207,-0.4671137839007672
-1.2924511195707324,0.30167566165343523,2.015166216978983,-1.3915794144264377
-0.7416377259968232,0.0898508654474399,0.7833038971496713,-0.884852587924783
