1.001402020061718190e+01,3.282004113001558835e+03,1.332485222230388672e+03,-2.489443118385884501e-01,4.944598669625230286e+03,5.798458492028886724e+01,2.179300677649290719e+03,8.251631334749424300e-04,7.105208765728617664e+02,3.272338405327828355e+02,1.417778688898672215e+02,1.904577647564144627e+03,1.235927321454443018e+03,3.889421185132684514e+03,3.985802985786074714e+03
-8.189959328621951045e+02,4.503825466604480710e+01,2.018921184195153462e-06,-9.716339562444793501e+02,8.565135186257142763e+00,-8.228548120327690185e+01,2.455320237461061197e+02,-4.456960178142225004e+01,-4.928985907340696713e+02,-3.273922105295070537e+02,-2.897789783756799409e+01,-1.008538934718427384e+02,-1.746327656725784152e+02,-1.015335716510946611e+02,-4.366558888594594734e+00
8.158538087065903710e+02,1.459456419031948144e+03,1.139172436704831171e+03,3.619432165011231177e+02,3.104945766216597349e+03,3.532417961833958771e+02,4.107068910861397626e+02,2.324964649005709205e+01,3.136093633764364768e+03,1.694257565870310827e+03,3.969003627173833024e+02,3.656338633031168683e+03,3.082789586832079749e+03,6.412140021403527498e+03,4.360263249556027404e+03
4.493140625436373625e+01,4.477832027105224370e+03,1.959719536891419921e+03,9.283711786269539801e-02,7.006291074061313338e+03,1.187478815251801336e+02,2.748222473216043909e+03,1.446086506839339980e-01,1.360509207650716462e+03,6.473341357146840664e+02,2.492021188994331169e+02,3.142408695311092742e+03,2.129227527373362591e+03,6.266871824540127818e+03,6.054216467073540116e+03
1.264522414650157778e+01,5.397514576824627511e+03,2.162673763017531201e+03,-8.694574215847405974e-01,8.078327390566620124e+03,8.836124152071660376e+01,3.632448992461683702e+03,3.659101319142978970e-05,1.097437033702197141e+03,5.021620146999706549e+02,2.226607876163295145e+02,3.027076380212889944e+03,1.948444272762311584e+03,6.208993639065965908e+03,6.431783802900492446e+03
-9.267604604266693968e+02,5.814049486350207019e+01,2.196863034675162335e-03,-1.109385986092370786e+03,1.245361468119744863e+01,-9.124890069641669754e+01,2.978343797938384228e+02,-5.074904243473718424e+01,-5.425687777354227137e+02,-3.618285500565716575e+02,-3.134255870289478096e+01,-1.058498205536834718e+02,-1.875836970760885549e+02,-1.042166247150319975e+02,-3.644787182378602441e+00
-6.929955490366878621e+02,5.672452290867667557e+01,4.172876642112644668e-02,-8.456896137489337661e+02,1.503077080501905449e+01,-6.528808572784390662e+01,2.573873800045365670e+02,-3.845973740453496958e+01,-3.819099826258047301e+02,-2.569578923491883984e+02,-2.120906504529580516e+01,-6.683083478784095632e+01,-1.249582764151363108e+02,-6.241606296856691927e+01,-1.242293624284872333e+00
-1.043967511494584869e+03,1.059214199560983900e+02,2.465298847820208139e-01,-1.295504344661474533e+03,3.258382926625712628e+01,-9.458122599869325597e+01,4.376456887823072748e+02,-5.861746624134904238e+01,-5.451493617588713505e+02,-3.697487268197091339e+02,-2.919625804724238094e+01,-8.611926654228835787e+01,-1.695068993814948897e+02,-7.632715725142483620e+01,-7.528560302293186846e-01
-4.187324969155512804e+02,6.651607235382972760e+01,6.298576937582112123e-01,-5.401305820532902544e+02,2.655512222497724650e+01,-3.455723141725183467e+01,2.287621786369371648e+02,-2.415556065758800131e+01,-1.920739140000948737e+02,-1.328853079916754893e+02,-9.383673622884623811e+00,-2.316440762326926972e+01,-5.242777159651137708e+01,-1.763321930206964794e+01,-1.550455365225407705e-03
-8.205918784789899973e+02,6.863426249937661794e+01,5.821056022049277828e-02,-1.003037344772677670e+03,1.847689115476707755e+01,-7.701717506014698245e+01,3.084569173294665916e+02,-4.559284887837545597e+01,-4.498823658166389805e+02,-3.029245580048164470e+02,-2.489773815582180205e+01,-7.796972058133614780e+01,-1.464873900218086078e+02,-7.246880601217637263e+01,-1.361446859980235846e+00
