x,y,class
-0.7994192242460274,-0.12959286247678306,0.0
0.8859868947178523,-0.4126609622576231,0.0
0.29874429009212194,-0.8329828469133898,0.0
-0.40372746543684374,0.6925583058703056,0.0
0.591802566096571,-0.7948106977305818,0.0
-0.9087394436577049,-0.2992096544471618,0.0
0.7138560812804676,0.8151310284936769,0.0
-0.38788087040271846,-1.0385535293603665,0.0
0.614114675175894,-0.8597057837363709,0.0
0.798263416247594,-0.5889844337917474,0.0
0.7880985934053818,-0.693944838509366,0.0
0.5353740468500313,0.9541179645846558,0.0
-0.21891142502394187,0.8161343056111046,0.0
-1.0459408490315532,-0.346465625164301,0.0
-0.795501483512562,-0.3187511056178023,0.0
-0.70149391177998,-0.4812041214071178,0.0
0.3435969687765996,0.8084276144376618,0.0
-0.5198834387714103,1.0023477132982686,0.0
-0.9062160984786435,0.17234539666408377,0.0
-0.980882685831954,-0.5726182715609393,0.0
-0.3938131018986029,-0.8497277598861945,0.0
-0.5580541433313854,0.8642973945765613,0.0
1.0949204889050186,-0.4083482729134613,0.0
-0.7865873912162534,0.4543066370379573,0.0
-1.1354992041578895,-0.08695220886527212,0.0
-0.38574024626947906,0.9560667174245139,0.0
-0.9896685913273588,-0.31041430892953825,0.0
0.8375607185629548,-0.31555888853325764,0.0
-0.06511583876562266,-1.1288058839405573,0.0
-0.6437670744795435,0.4876669630199657,0.0
0.8921907191289948,-0.5020738865535235,0.0
-1.1134394126665843,-0.2925654992760177,0.0
0.8225182043632344,0.7151537984020377,0.0
-0.9928485866675737,-0.2822439167750488,0.0
-0.4731752582025114,-0.5879872700763873,0.0
0.0014692659165867093,1.0030449307691973,0.0
-0.26497116126447956,-0.8740417834521907,0.0
1.0684450606773,0.13090481874878127,0.0
-0.3273952374137217,1.0190344800516815,0.0
0.8902965538166339,-0.16172731410228866,0.0
0.6590282554310223,0.1401529769306964,0.0
0.965399964829436,0.28788363584820637,0.0
-0.4737913481480658,0.7142452232358084,0.0
-0.03325028743389566,0.7602006738286197,0.0
-0.8711878962199879,-0.41737424249105787,0.0
0.9825731865915619,-0.1726315169025415,0.0
-0.7917860145364769,0.5518274648581437,0.0
-1.0902915903686232,-0.17437916936676692,0.0
